4841;130401
4851;130746
4861;130800
4871;131193
4881;131666
4891;131857
4901;132291
4911;132487
4921;132797
4931;133235
4941;133474
4951;133688
4961;134135
4971;134353
4981;134502
4991;134894
5001;135211
5011;135855
5021;136027
5031;136523
5041;136505
5051;136841
5061;136919
5071;137611
5081;137832
5091;138250
5101;138556
5111;138655
5121;139097
5131;139451
5141;139806
5151;140185
5161;140113
5171;140498
5181;140893
5191;141130
5201;141343
5211;141925
5221;142020
5231;142372
5241;142311
5251;143113
5261;143399
5271;143604
5281;144135
5291;144130
5301;144773
5311;144852
5321;145202
5331;145458
5341;145716
5351;146106
5361;146447
5371;146719
5381;147278
5391;147516
5401;147671
5411;148002
5421;148304
5431;148562
5441;149117
5451;149379
5461;149360
5471;149448
5481;150077
5491;150673
5501;150877
5511;151150
5521;151264
5531;151606
5541;152073
5551;152275
5561;152587
5571;152639
5581;153447
5591;153398
5601;153888
5611;154258
5621;154546
5631;154705
5641;154906
5651;155334
5661;155842
5671;155732
5681;156418
5691;156885
5701;157088
5711;157222
5721;157583
5731;157855
5741;158167
5751;158573
5761;158749
5771;159200
5781;159443
5791;159640
5801;160344
5811;160217
5821;160859
5831;160798
5841;161566
5851;161746
5861;162034
5871;162280
5881;162826
5891;162926
5901;163020
5911;163644
5921;164142
5931;164068
5941;164480
5951;164991
5961;165132
5971;165150
5981;165554
5991;166050
6001;166205
6011;166570
6021;167036
6031;167038
6041;167654
6051;168125
6061;168069
6071;168717
6081;169035
6091;169283
6101;169718
6111;169756
6121;170488
6131;170479
6141;170989
6151;171241
6161;171347
6171;171594
6181;171917
6191;172332
6201;172591
6211;172770
6221;173308
6231;173518
6241;173889
6251;174076
6261;174709
6271;175023
6281;175191
6291;175440
6301;175645
6311;176219
6321;176472
6331;176724
6341;177331
6351;177517
6361;177693
6371;177957
6381;178536
6391;178708
6401;178630
6411;179078
6421;179337
6431;179858
6441;180010
6451;180623
6461;180736
6471;181079
6481;181470
6491;181830
6501;182211
6511;182316
6521;182736
6531;182918
6541;183301
6551;183735
6561;183814
6571;184250
6581;184540
6591;185295
6601;185319
6611;185858
6621;186289
6631;186199
6641;186674
6651;186797
6661;187009
6671;187556
6681;187798
6691;188262
6701;188457
6711;188859
6721;188868
6731;189529
6741;189658
6751;190140
6761;190396
6771;190736
6781;190870
6791;190988
6801;191546
6811;191596
6821;192383
6831;192704
6841;192960
6851;193024
6861;193486
6871;193765
6881;194566
6891;194438
6901;194888
6911;195384
6921;195388
6931;195971
6941;196276
6951;196427
6961;196607
6971;196707
6981;197362
6991;197461
7001;197842
7011;198557
7021;198762
7031;198781
7041;199048
7051;199384
7061;199727
7071;199968
7081;200404
7091;200779
7101;201219
7111;201187
7121;201730
7131;202002
7141;202332
7151;203100
7161;203037
7171;203389
7181;203395
7191;203893
7201;204228
7211;204911
7221;205295
7231;205299
7241;205445
7251;205626
7261;206441
7271;206752
7281;206691
7291;206927
7301;207573
7311;208019
7321;208572
7331;208280
7341;208995
7351;209016
7361;209675
7371;209829
7381;209830
7391;210145
7401;210690
7411;210943
7421;211220
7431;211561
7441;212194
7451;212262
7461;212524
7471;213063
7481;212640
7491;213481
7501;214014
7511;214183
7521;214281
7531;214912
7541;215355
7551;215747
7561;216047
7571;215934
7581;216765
7591;216487
7601;217241
7611;217760
7621;217948
7631;217975
7641;218471
7651;218800
7661;218967
7671;219065
7681;219582
7691;220173
7701;220532
7711;220669
7721;221174
7731;221555
7741;221607
7751;221814
7761;222404
7771;222854
7781;223300
7791;223110
7801;223643
7811;223937
7821;224283
7831;224627
7841;224688
7851;225490
7861;225536
7871;225840
7881;226000
7891;226354
7901;226509
7911;227357
7921;227557
7931;227307
7941;228041
7951;228474
7961;228771
7971;229166
7981;229370
7991;229446
8001;229655
8011;230590
8021;230698
8031;231212
8041;231401
8051;231538
8061;231887
8071;232294
8081;233007
8091;233357
8101;233409
8111;233784
8121;233990
8131;234248
8141;234647
8151;235020
8161;235464
8171;235987
8181;235768
8191;236173
8201;236299
8211;236714
8221;237030
8231;237945
8241;237860
8251;237920
8261;238818
8271;238865
8281;239309
8291;239272
8301;239642
8311;240000
8321;240473
8331;240436
8341;241092
8351;241599
8361;242047
8371;242239
8381;242409
8391;242857
8401;242841
8411;243494
8421;243482
8431;244071
8441;244246
8451;244607
8461;245186
8471;245138
8481;245510
8491;245874
8501;246320
8511;246604
8521;246633
8531;247287
8541;247764
8551;247697
8561;248296
8571;248884
8581;249342
8591;249193
8601;249282
8611;249568
8621;250308
8631;250412
8641;251134
8651;251082
8661;251463
8671;251980
8681;251868
8691;252720
8701;253162
8711;253071
8721;253172
8731;253947
8741;254041
8751;254276
8761;254752
8771;255073
8781;255396
8791;256149
8801;256321
8811;256198
8821;256837
8831;256834
8841;257481
8851;257763
8861;258267
8871;258520
8881;258552
8891;258981
8901;259118
8911;259371
8921;260075
8931;260253
8941;260663
